filepath,filename,split,label,width,height,mean_intensity,std_intensity,md5_hash
data/processed\train\NORMAL\IM-0140-0001_sharp.jpeg,IM-0140-0001_sharp.jpeg,train,NORMAL,256,256,96.01670837402344,42.81662002307462,6abe2c7b46e92b28e215f5476c12a131
data/processed\train\NORMAL\IM-0140-0001_shift.jpeg,IM-0140-0001_shift.jpeg,train,NORMAL,256,256,94.87220764160156,45.5130949755643,1e20c67e43014c374bc232eb57e34ecc
data/processed\train\NORMAL\IM-0140-0001_zoom.jpeg,IM-0140-0001_zoom.jpeg,train,NORMAL,256,256,96.46513366699219,41.928988112097905,2a0fa437e371669deee1548bd7a6ad09
data/processed\train\NORMAL\IM-0141-0001.jpeg,IM-0141-0001.jpeg,train,NORMAL,256,256,73.90994262695312,50.69752450070553,538e25c1f3a49c703d0b3f6fe33682b1
data/processed\train\NORMAL\IM-0141-0001_blur.jpeg,IM-0141-0001_blur.jpeg,train,NORMAL,256,256,73.81777954101562,50.61767825430826,6e183ecbf360f15e03c929ce076aee85
data/processed\train\NORMAL\IM-0141-0001_rot.jpeg,IM-0141-0001_rot.jpeg,train,NORMAL,256,256,73.03559875488281,50.92162268548584,b085897aa5f5c35c6506902a27a84ca7
data/processed\train\NORMAL\IM-0141-0001_sharp.jpeg,IM-0141-0001_sharp.jpeg,train,NORMAL,256,256,73.87174987792969,50.744456480996,eb0ab90989bd54920b6609d3d8fae821
data/processed\train\NORMAL\IM-0141-0001_shift.jpeg,IM-0141-0001_shift.jpeg,train,NORMAL,256,256,72.33500671386719,50.79666591840914,00a927a63429bbcb3572a134f1d2866d
data/processed\train\NORMAL\IM-0141-0001_zoom.jpeg,IM-0141-0001_zoom.jpeg,train,NORMAL,256,256,78.37548828125,48.200001162513146,bbfa2fb84b248bad65e07d0c22808f62
data/processed\train\NORMAL\IM-0143-0001.jpeg,IM-0143-0001.jpeg,train,NORMAL,256,256,79.98904418945312,50.73323092228569,36a9c0b99ae76de7fe8a0860002a189e
data/processed\train\NORMAL\IM-0143-0001_blur.jpeg,IM-0143-0001_blur.jpeg,train,NORMAL,256,256,80.1051025390625,50.784805172083104,e4120dd2ca3ad41eeda73e5641a8edbd
data/processed\train\NORMAL\IM-0143-0001_rot.jpeg,IM-0143-0001_rot.jpeg,train,NORMAL,256,256,79.37190246582031,51.45945115562868,6b339bf0ee332d8a99323f3da04ac8f3
data/processed\train\NORMAL\IM-0143-0001_sharp.jpeg,IM-0143-0001_sharp.jpeg,train,NORMAL,256,256,80.20291137695312,50.8391388319883,a00ab9973f8e11721528c4761263bf39
data/processed\train\NORMAL\IM-0143-0001_shift.jpeg,IM-0143-0001_shift.jpeg,train,NORMAL,256,256,78.41323852539062,50.68151845375743,3df3927aa49b647e85a0998ce9bf73e5
data/processed\train\NORMAL\IM-0143-0001_zoom.jpeg,IM-0143-0001_zoom.jpeg,train,NORMAL,256,256,84.07276916503906,47.733744619765446,134451081b7a90b71bf17fc4c78f9c70
data/processed\train\NORMAL\IM-0145-0001.jpeg,IM-0145-0001.jpeg,train,NORMAL,256,256,64.44862365722656,52.479881139692445,8b5d6a5962c4c43b8865f900d5a5f4c2
data/processed\train\NORMAL\IM-0145-0001_blur.jpeg,IM-0145-0001_blur.jpeg,train,NORMAL,256,256,64.40193176269531,52.41125452964117,f302f58357aa5e94e76e2e6ec7095a68
data/processed\train\NORMAL\IM-0145-0001_rot.jpeg,IM-0145-0001_rot.jpeg,train,NORMAL,256,256,63.19377136230469,53.13963641114017,fd279fc21595bdddc1439cbf38af3774
data/processed\train\NORMAL\IM-0145-0001_sharp.jpeg,IM-0145-0001_sharp.jpeg,train,NORMAL,256,256,64.36045837402344,52.4532905080038,d0ba7e9f01deba1c539993e9cee58b72
data/processed\train\NORMAL\IM-0145-0001_shift.jpeg,IM-0145-0001_shift.jpeg,train,NORMAL,256,256,63.12089538574219,52.567506117079425,e28b3bc459a1e8004d1f3c42aae9e55f
data/processed\train\NORMAL\IM-0145-0001_zoom.jpeg,IM-0145-0001_zoom.jpeg,train,NORMAL,256,256,66.77339172363281,51.4930894738046,1237a60e896416b13e1910dbf85f5937
data/processed\train\NORMAL\IM-0147-0001.jpeg,IM-0147-0001.jpeg,train,NORMAL,256,256,84.66587829589844,49.27846029889745,d317199a0bec687c62da2ca195ac0e27
data/processed\train\NORMAL\IM-0147-0001_blur.jpeg,IM-0147-0001_blur.jpeg,train,NORMAL,256,256,84.6429443359375,49.23714947774868,c9aa7deded6e535f776a0f162bff2f6e
data/processed\train\NORMAL\IM-0147-0001_rot.jpeg,IM-0147-0001_rot.jpeg,train,NORMAL,256,256,84.33023071289062,50.33946063276163,0556299cd037f5636c5c3b5c5a7186a4
data/processed\train\NORMAL\IM-0147-0001_sharp.jpeg,IM-0147-0001_sharp.jpeg,train,NORMAL,256,256,84.8580322265625,49.340301471532335,015b226643c5e6fd1623c508c1428a47
data/processed\train\NORMAL\IM-0147-0001_shift.jpeg,IM-0147-0001_shift.jpeg,train,NORMAL,256,256,80.54362487792969,50.87710713536861,5713ba7355c665c4e5e57852d06ebde6
data/processed\train\NORMAL\IM-0147-0001_zoom.jpeg,IM-0147-0001_zoom.jpeg,train,NORMAL,256,256,88.80110168457031,46.518641906302456,03557bdc28b4959d46aae76c1f2b6f67
data/processed\train\NORMAL\IM-0149-0001.jpeg,IM-0149-0001.jpeg,train,NORMAL,256,256,64.10487365722656,52.26453897580016,5beed15c4d4ae70add4a6553d19e0860
data/processed\train\NORMAL\IM-0149-0001_blur.jpeg,IM-0149-0001_blur.jpeg,train,NORMAL,256,256,64.10498046875,52.2338316122051,867f53cf4772e6bd12a6064ce924a19a
data/processed\train\NORMAL\IM-0149-0001_rot.jpeg,IM-0149-0001_rot.jpeg,train,NORMAL,256,256,63.77458190917969,52.38751827101054,44b27a3d39f66e51aedc80e265cbd04e
data/processed\train\NORMAL\IM-0149-0001_sharp.jpeg,IM-0149-0001_sharp.jpeg,train,NORMAL,256,256,64.29292297363281,52.417509796025975,6d5948b32e6ccd10632ab6c0f85a8075
data/processed\train\NORMAL\IM-0149-0001_shift.jpeg,IM-0149-0001_shift.jpeg,train,NORMAL,256,256,61.76249694824219,53.090154338503744,482c3051f74980bb75a38dadaffa7f3e
data/processed\train\NORMAL\IM-0149-0001_zoom.jpeg,IM-0149-0001_zoom.jpeg,train,NORMAL,256,256,65.25390625,51.50919696943958,5b019ad9abaca05be9d98909b49d2f12
data/processed\train\NORMAL\IM-0151-0001.jpeg,IM-0151-0001.jpeg,train,NORMAL,256,256,56.878997802734375,50.06980455275094,839d69d0f0e941d9ec75e025dff89339
data/processed\train\NORMAL\IM-0151-0001_blur.jpeg,IM-0151-0001_blur.jpeg,train,NORMAL,256,256,56.834259033203125,50.0265450351569,99f30058ac4afe8a7fb3b85da653c3e8
data/processed\train\NORMAL\IM-0151-0001_rot.jpeg,IM-0151-0001_rot.jpeg,train,NORMAL,256,256,56.99407958984375,50.935431757833825,cdaba9cecfbe5accd4edf0007f783c9b
data/processed\train\NORMAL\IM-0151-0001_sharp.jpeg,IM-0151-0001_sharp.jpeg,train,NORMAL,256,256,56.87260437011719,50.13718658081274,87127c5aa43452eb41ea31837fa1c79a
data/processed\train\NORMAL\IM-0151-0001_shift.jpeg,IM-0151-0001_shift.jpeg,train,NORMAL,256,256,56.78953552246094,50.330527095943,4cf43b587def05d39e1d7e9050b232f6
data/processed\train\NORMAL\IM-0151-0001_zoom.jpeg,IM-0151-0001_zoom.jpeg,train,NORMAL,256,256,58.652984619140625,49.770036686353706,380b6be384cf71a8b885dd71f4e883e5
data/processed\train\NORMAL\IM-0152-0001.jpeg,IM-0152-0001.jpeg,train,NORMAL,256,256,62.92218017578125,50.67229915682365,59f5a29cff9b805617341e1cdfc2114b
data/processed\train\NORMAL\IM-0152-0001_blur.jpeg,IM-0152-0001_blur.jpeg,train,NORMAL,256,256,63.0125732421875,50.77858851794247,924a3814232c5a4345bea95905ac7115
data/processed\train\NORMAL\IM-0152-0001_rot.jpeg,IM-0152-0001_rot.jpeg,train,NORMAL,256,256,61.89036560058594,51.26777590400418,44c43b20eb2eb4cac2402d3de00ef341
data/processed\train\NORMAL\IM-0152-0001_sharp.jpeg,IM-0152-0001_sharp.jpeg,train,NORMAL,256,256,62.96693420410156,50.769297473521334,754a0d43f75aee1a81ae2ffee296e26a
data/processed\train\NORMAL\IM-0152-0001_shift.jpeg,IM-0152-0001_shift.jpeg,train,NORMAL,256,256,61.422882080078125,50.96254330785064,9116c66fa95309545137b90b762f48eb
data/processed\train\NORMAL\IM-0152-0001_zoom.jpeg,IM-0152-0001_zoom.jpeg,train,NORMAL,256,256,64.24264526367188,50.35426065777604,7f0cf602e4b3977c06ecfe1c65ccaf7e
data/processed\train\NORMAL\IM-0154-0001.jpeg,IM-0154-0001.jpeg,train,NORMAL,256,256,64.23300170898438,51.82916544872986,dc4575684dc3d995aa34b0849fdb46b0
data/processed\train\NORMAL\IM-0154-0001_blur.jpeg,IM-0154-0001_blur.jpeg,train,NORMAL,256,256,64.25534057617188,51.83582286318074,e8720ef4c9d913f6a162406167d87103
data/processed\train\NORMAL\IM-0154-0001_rot.jpeg,IM-0154-0001_rot.jpeg,train,NORMAL,256,256,64.07362365722656,51.88250307035294,3703d29db455a2dd8d8bb675d7134e34
data/processed\train\NORMAL\IM-0154-0001_sharp.jpeg,IM-0154-0001_sharp.jpeg,train,NORMAL,256,256,64.4000244140625,51.99246087220946,7827f68ffc70f5ef6a2770ccb293d4d2
data/processed\train\NORMAL\IM-0154-0001_shift.jpeg,IM-0154-0001_shift.jpeg,train,NORMAL,256,256,62.3021240234375,52.71631431818059,5914d135b37289879c111c4b407faa62
data/processed\train\NORMAL\IM-0154-0001_zoom.jpeg,IM-0154-0001_zoom.jpeg,train,NORMAL,256,256,65.03233337402344,50.934038849886164,ee99bf15b32cd6d95321682f763de71a
data/processed\train\NORMAL\IM-0156-0001.jpeg,IM-0156-0001.jpeg,train,NORMAL,256,256,67.90528869628906,45.15973290372676,075e4cdde3ca1a69b111b634f7c75bfb
data/processed\train\NORMAL\IM-0156-0001_blur.jpeg,IM-0156-0001_blur.jpeg,train,NORMAL,256,256,67.89785766601562,45.15049167491509,4e31b2bc37aa5e407c1db9d6e1c684fc
data/processed\train\NORMAL\IM-0156-0001_rot.jpeg,IM-0156-0001_rot.jpeg,train,NORMAL,256,256,67.77066040039062,45.38562509874586,06d0c215f05dc096a3f12c7c01dfa593
data/processed\train\NORMAL\IM-0156-0001_sharp.jpeg,IM-0156-0001_sharp.jpeg,train,NORMAL,256,256,68.06466674804688,45.30537153355801,781e75ea583c447c11f58067c837252c
data/processed\train\NORMAL\IM-0156-0001_shift.jpeg,IM-0156-0001_shift.jpeg,train,NORMAL,256,256,66.31675720214844,45.67556885567958,6dd67e255fe53846f0b28e6a1a05ed26
data/processed\train\NORMAL\IM-0156-0001_zoom.jpeg,IM-0156-0001_zoom.jpeg,train,NORMAL,256,256,69.17233276367188,44.63705045249129,33b3533b3eb0760d2b070c44edb6be48
data/processed\train\NORMAL\IM-0158-0001.jpeg,IM-0158-0001.jpeg,train,NORMAL,256,256,60.49330139160156,48.094356787836105,bfc0f49f413d1847847da83a98ad0c72
data/processed\train\NORMAL\IM-0158-0001_blur.jpeg,IM-0158-0001_blur.jpeg,train,NORMAL,256,256,60.46197509765625,48.06917217032144,ab65dfaf67d7db70d81d17fe025ce105
data/processed\train\NORMAL\IM-0158-0001_rot.jpeg,IM-0158-0001_rot.jpeg,train,NORMAL,256,256,60.02540588378906,49.22886780603349,7d3ddd4d071d9c81255926d2287e5227
data/processed\train\NORMAL\IM-0158-0001_sharp.jpeg,IM-0158-0001_sharp.jpeg,train,NORMAL,256,256,60.84416198730469,48.47769429618679,45fe9fc5930b2b13d3736a5e9f98f2af
data/processed\train\NORMAL\IM-0158-0001_shift.jpeg,IM-0158-0001_shift.jpeg,train,NORMAL,256,256,60.61878967285156,49.240681996955956,4edcfa1debfbf068062d34507ccaf235
data/processed\train\NORMAL\IM-0158-0001_zoom.jpeg,IM-0158-0001_zoom.jpeg,train,NORMAL,256,256,60.85603332519531,48.12373626625924,5c5c117cae0be29df185dd80f4022d20
data/processed\train\NORMAL\IM-0162-0001.jpeg,IM-0162-0001.jpeg,train,NORMAL,256,256,73.09097290039062,49.68758347138967,fff43291204b1a98b31398bec46b6e62
data/processed\train\NORMAL\IM-0162-0001_blur.jpeg,IM-0162-0001_blur.jpeg,train,NORMAL,256,256,72.81103515625,49.43988823939395,6adcbf35cbbcb0fa8f2cd2d9ed3e8219
data/processed\train\NORMAL\IM-0162-0001_rot.jpeg,IM-0162-0001_rot.jpeg,train,NORMAL,256,256,71.99754333496094,49.7175967412695,114f50dcca347745d937e299a4db9e5d
data/processed\train\NORMAL\IM-0162-0001_sharp.jpeg,IM-0162-0001_sharp.jpeg,train,NORMAL,256,256,73.17576599121094,49.7518332217883,0612597330e7c2198b493519e57b8ba7
data/processed\train\NORMAL\IM-0162-0001_shift.jpeg,IM-0162-0001_shift.jpeg,train,NORMAL,256,256,70.68081665039062,49.27839938962501,2925f4e74e4b680e37a15f23977f8bf1
