filepath,filename,split,label,width,height,mean_intensity,std_intensity,md5_hash
data/raw/chest_xray\train\NORMAL\IM-0206-0001.jpeg,IM-0206-0001.jpeg,train,NORMAL,1040,747,117.34497991967872,54.36237497640233,86bce73ccd46f90d110c920c40b92e64
data/raw/chest_xray\train\NORMAL\IM-0207-0001.jpeg,IM-0207-0001.jpeg,train,NORMAL,1426,1049,112.82037323999214,59.96636702785589,22ca3adb30aede191f45fa57af2c5d4c
data/raw/chest_xray\train\NORMAL\IM-0209-0001.jpeg,IM-0209-0001.jpeg,train,NORMAL,1164,1021,126.32386464991198,57.93839069761476,dd9334f2022e39b350d5fe97f08060b9
data/raw/chest_xray\train\NORMAL\IM-0210-0001.jpeg,IM-0210-0001.jpeg,train,NORMAL,1688,1105,110.79361208209131,66.60477033042909,6ed1710dbc4decdbe6b914dec23a5717
data/raw/chest_xray\train\NORMAL\IM-0211-0001.jpeg,IM-0211-0001.jpeg,train,NORMAL,1642,1245,122.21970464073101,59.29238524436443,0f50c632607449b75e4251ecca7f39f1
data/raw/chest_xray\train\NORMAL\IM-0213-0001.jpeg,IM-0213-0001.jpeg,train,NORMAL,1928,1303,120.42083103785392,63.135696366104646,2e08ea526639fda0a8846f614d6c1d8a
data/raw/chest_xray\train\NORMAL\IM-0214-0001.jpeg,IM-0214-0001.jpeg,train,NORMAL,1522,1221,129.21546609325847,58.14600283501857,34e0fe4d5ecd1f87c190fef08b7942b2
data/raw/chest_xray\train\NORMAL\IM-0215-0001.jpeg,IM-0215-0001.jpeg,train,NORMAL,1666,1209,109.66036340094351,66.00963541909739,189ed6a6b2b9ea3cf9b1f535dfd6001c
data/raw/chest_xray\train\NORMAL\IM-0216-0001.jpeg,IM-0216-0001.jpeg,train,NORMAL,1944,1367,108.21458519602265,69.39040039079747,a4132aa62a077f92bdf770ad822c2406
data/raw/chest_xray\train\NORMAL\IM-0217-0001.jpeg,IM-0217-0001.jpeg,train,NORMAL,1654,1275,98.54457974725561,66.70270142181589,2e52a16d71a1b383fdc5444c4d0b3390
data/raw/chest_xray\train\NORMAL\IM-0218-0001.jpeg,IM-0218-0001.jpeg,train,NORMAL,1678,1654,124.90652991339664,57.8014435660726,94488030dfb68071a9cc3ac9e63ed226
data/raw/chest_xray\train\NORMAL\IM-0219-0001.jpeg,IM-0219-0001.jpeg,train,NORMAL,1592,1272,134.64020426424577,55.68774642183373,1fa6cb23310414aa3d2e736edb613b21
data/raw/chest_xray\train\NORMAL\IM-0220-0001.jpeg,IM-0220-0001.jpeg,train,NORMAL,1484,1399,122.86364008562143,66.30634914810656,eec120caa673a5bdf550c130b732233c
data/raw/chest_xray\train\NORMAL\IM-0221-0001.jpeg,IM-0221-0001.jpeg,train,NORMAL,1804,1480,137.94016637202614,63.259744428986714,2621f083437214234825a037117859fa
data/raw/chest_xray\train\NORMAL\IM-0222-0001.jpeg,IM-0222-0001.jpeg,train,NORMAL,1604,1179,109.43704669623651,75.41889418290653,338420575f40ebe6d424e2fddb9c4f10
data/raw/chest_xray\train\NORMAL\IM-0223-0001.jpeg,IM-0223-0001.jpeg,train,NORMAL,1852,1433,111.02289748432128,63.25487316206569,259e33f96a6210e06d683d26f7b3fabb
data/raw/chest_xray\train\NORMAL\IM-0224-0001.jpeg,IM-0224-0001.jpeg,train,NORMAL,1766,1287,157.46725377302954,43.97876470388869,bf45877163fd0a57785e64370a41d9c1
data/raw/chest_xray\train\NORMAL\IM-0225-0001.jpeg,IM-0225-0001.jpeg,train,NORMAL,2214,1974,114.46706827419507,63.48980499203808,3f98189ec5bc7817824cf187d077309a
data/raw/chest_xray\train\NORMAL\IM-0226-0001.jpeg,IM-0226-0001.jpeg,train,NORMAL,1770,1387,83.7752390030102,66.30542555702823,9eacdba887ada5ddde6673f2dc04e0f0
data/raw/chest_xray\train\NORMAL\IM-0227-0001.jpeg,IM-0227-0001.jpeg,train,NORMAL,1870,1612,114.3514861798543,61.405441508488934,52562323120d45995c773deb2ddb2cc8
data/raw/chest_xray\train\NORMAL\IM-0228-0001.jpeg,IM-0228-0001.jpeg,train,NORMAL,1608,1175,121.253257118662,83.10026795038823,847cbf80c8278ff571eec6136f516fce
data/raw/chest_xray\train\NORMAL\IM-0229-0001.jpeg,IM-0229-0001.jpeg,train,NORMAL,1442,1101,115.6448701911388,63.55761938122838,a7d588a1b5bb399938357b81214bdeea
data/raw/chest_xray\train\NORMAL\IM-0230-0001.jpeg,IM-0230-0001.jpeg,train,NORMAL,1624,1256,124.55424602303034,63.02397487039375,e7a2f4bd4b6a1bcf80d1d80f92048729
data/raw/chest_xray\train\NORMAL\IM-0231-0001.jpeg,IM-0231-0001.jpeg,train,NORMAL,1650,1437,132.42993357373317,54.175578182975634,6326f5dc666c424e1dd2da01bd7febf4
data/raw/chest_xray\train\NORMAL\IM-0234-0001.jpeg,IM-0234-0001.jpeg,train,NORMAL,1550,1075,104.10845191297824,70.0400877683393,74152fd13e2f2daff358674e9616a738
data/raw/chest_xray\train\NORMAL\IM-0235-0001.jpeg,IM-0235-0001.jpeg,train,NORMAL,1816,1500,115.38201431718062,63.98003874370431,fa6ea05c9510ef121daadd660a665ede
data/raw/chest_xray\train\NORMAL\IM-0236-0001.jpeg,IM-0236-0001.jpeg,train,NORMAL,1442,974,100.10975373582778,65.59129893559158,22e754ef3abefb14beaa63c9ee7cac12
data/raw/chest_xray\train\NORMAL\IM-0237-0001.jpeg,IM-0237-0001.jpeg,train,NORMAL,1790,1140,109.91540527295894,68.48045875907445,97a267efcea1b2d187431bd7774e68eb
data/raw/chest_xray\train\NORMAL\IM-0238-0001.jpeg,IM-0238-0001.jpeg,train,NORMAL,1464,1051,110.4454169331316,57.84897711152911,e540508ca829df2c00e0f8fadc5967d5
data/raw/chest_xray\train\NORMAL\IM-0239-0001.jpeg,IM-0239-0001.jpeg,train,NORMAL,1690,1314,92.89415579152144,64.77957479774666,98c976b582e9f27741433163c468e331
data/raw/chest_xray\train\NORMAL\IM-0240-0001.jpeg,IM-0240-0001.jpeg,train,NORMAL,1944,1708,120.32469961016182,62.47056469664491,34938fbbed6593f9b258fe3a78a84d74
data/raw/chest_xray\train\NORMAL\IM-0241-0001.jpeg,IM-0241-0001.jpeg,train,NORMAL,1806,1392,119.66662211529894,62.3990879926707,853c9d6f66bbcdb88c4ea8dfcc83948a
data/raw/chest_xray\train\NORMAL\IM-0242-0001.jpeg,IM-0242-0001.jpeg,train,NORMAL,1844,1468,133.31319893076892,55.63648417028256,bcc3cc773b52b9f88cc8f2c103968d09
data/raw/chest_xray\train\NORMAL\IM-0243-0001.jpeg,IM-0243-0001.jpeg,train,NORMAL,1936,1677,117.15648239181537,65.94178899606739,b4420bcd9bb845b63bac1725d013668c
data/raw/chest_xray\train\NORMAL\IM-0244-0001.jpeg,IM-0244-0001.jpeg,train,NORMAL,1354,1024,110.85098839087888,63.98013566272361,376adb02576bfc020a33f5de9bacfe40
data/raw/chest_xray\train\NORMAL\IM-0245-0001.jpeg,IM-0245-0001.jpeg,train,NORMAL,1724,1480,125.92851711920737,57.600374710871975,36f13702537e4086373f0ff5dc9adcb1
data/raw/chest_xray\train\NORMAL\IM-0248-0001.jpeg,IM-0248-0001.jpeg,train,NORMAL,1608,1228,87.2665758139271,60.2023433417633,e213ce598e7c7e79789de740ef8b0927
data/raw/chest_xray\train\NORMAL\IM-0249-0001.jpeg,IM-0249-0001.jpeg,train,NORMAL,2396,1990,118.58348168220066,71.67558359271969,0d6ca01cab343c58affd765cfcf1ee7a
data/raw/chest_xray\train\NORMAL\IM-0250-0001.jpeg,IM-0250-0001.jpeg,train,NORMAL,1550,1368,125.91102244859461,53.47895561818813,47b7000a6b68862b8854407bcca609f5
data/raw/chest_xray\train\NORMAL\IM-0251-0001.jpeg,IM-0251-0001.jpeg,train,NORMAL,1812,1206,126.45650884649599,62.224845572532296,39b217706d87794c74fe62a78fb59b6c
data/raw/chest_xray\train\NORMAL\IM-0253-0001.jpeg,IM-0253-0001.jpeg,train,NORMAL,1720,1306,121.7404608426226,68.74236628050603,2197bca0e2795c190ee0beed80b9ed56
data/raw/chest_xray\train\NORMAL\IM-0255-0001.jpeg,IM-0255-0001.jpeg,train,NORMAL,1512,1171,106.07755321504254,66.26726988733823,a982b4e5aa01fc65b8731d5aa4899249
data/raw/chest_xray\train\NORMAL\IM-0256-0001.jpeg,IM-0256-0001.jpeg,train,NORMAL,1562,1086,102.71612809284974,67.92871750222187,76515e05b99a61feba301c35614daa29
data/raw/chest_xray\train\NORMAL\IM-0257-0001.jpeg,IM-0257-0001.jpeg,train,NORMAL,1682,1418,115.58097645525761,62.90991819234968,e6cdfd0828473f724101a2dead387e1c
data/raw/chest_xray\train\NORMAL\IM-0261-0001.jpeg,IM-0261-0001.jpeg,train,NORMAL,1596,1330,133.48931303823468,57.552394726475846,56c707d536d381b0eb221de83eaa513b
data/raw/chest_xray\train\NORMAL\IM-0262-0001.jpeg,IM-0262-0001.jpeg,train,NORMAL,1690,1538,135.05840290548704,56.73803545161385,f0553c7827ee8b9805174e2cb2480f6a
data/raw/chest_xray\train\NORMAL\IM-0264-0001.jpeg,IM-0264-0001.jpeg,train,NORMAL,1810,1545,98.5170115682383,74.08722286488377,9bccc8c59ac3dfbc2f53ea923b7328ee
data/raw/chest_xray\train\NORMAL\IM-0265-0001.jpeg,IM-0265-0001.jpeg,train,NORMAL,1616,1109,90.30370550580757,64.24871472769017,d217e38005385c380feb843b336b4a1c
data/raw/chest_xray\train\NORMAL\IM-0266-0001.jpeg,IM-0266-0001.jpeg,train,NORMAL,1848,1495,113.85146845907715,68.09108368594427,f8bb47ee70722326703da93ee0004054
data/raw/chest_xray\train\NORMAL\IM-0268-0001.jpeg,IM-0268-0001.jpeg,train,NORMAL,1620,1356,142.7427150478896,59.982305103765825,17cfa087b34eb8e32a034c3f853badf5
data/raw/chest_xray\train\NORMAL\IM-0269-0001.jpeg,IM-0269-0001.jpeg,train,NORMAL,2002,1786,147.608775323221,56.251910410800555,943dc721e8f343fd2f19a032028d84e0
data/raw/chest_xray\train\NORMAL\IM-0270-0001.jpeg,IM-0270-0001.jpeg,train,NORMAL,1346,1109,122.79120983657954,55.62482297635876,8f707dd8ba7eaaa85ca3e976a95fd742
data/raw/chest_xray\train\NORMAL\IM-0272-0001.jpeg,IM-0272-0001.jpeg,train,NORMAL,1582,1155,130.292336403588,56.03915097940427,8db0b00f4c6d25002442d187be85deac
data/raw/chest_xray\train\NORMAL\IM-0273-0001.jpeg,IM-0273-0001.jpeg,train,NORMAL,1522,1093,113.93739036972828,57.66008617210106,830394e0fbcff924b77801fd8df24ce5
data/raw/chest_xray\train\NORMAL\IM-0274-0001.jpeg,IM-0274-0001.jpeg,train,NORMAL,1704,1449,133.99296260655723,55.42861008999461,e8425650a25bb845b85432fd075f7c20
data/raw/chest_xray\train\NORMAL\IM-0275-0001.jpeg,IM-0275-0001.jpeg,train,NORMAL,1866,1595,105.89304028196366,64.8730502610677,2ef60fb4d70c39dd490bdd43c25e65a6
data/raw/chest_xray\train\NORMAL\IM-0276-0001.jpeg,IM-0276-0001.jpeg,train,NORMAL,1828,1654,139.41537357880503,61.08983999585562,89aab4a2639993eab3f745022f127b6c
data/raw/chest_xray\train\NORMAL\IM-0277-0001.jpeg,IM-0277-0001.jpeg,train,NORMAL,1608,1345,128.89516173777952,60.78738566795634,a5decd2cf2d7820c661783eee80d2101
data/raw/chest_xray\train\NORMAL\IM-0278-0001.jpeg,IM-0278-0001.jpeg,train,NORMAL,1766,1503,130.02384095531096,60.377318147802974,973fb729e285f97f05552351ca2ec08b
data/raw/chest_xray\train\NORMAL\IM-0279-0001.jpeg,IM-0279-0001.jpeg,train,NORMAL,1616,1121,115.97372505983873,71.05668525706118,b6d6c6403a5fa09ba73bfb19df899ecd
data/raw/chest_xray\train\NORMAL\IM-0280-0001.jpeg,IM-0280-0001.jpeg,train,NORMAL,1728,1222,102.67264313208462,64.963121259609,15daba69083b975ec0544fd2268c2fdb
data/raw/chest_xray\train\NORMAL\IM-0282-0001.jpeg,IM-0282-0001.jpeg,train,NORMAL,1588,1372,115.72943348804077,59.21770380894619,671ea45f56c17b1817948370b88d2b8e
data/raw/chest_xray\train\NORMAL\IM-0283-0001.jpeg,IM-0283-0001.jpeg,train,NORMAL,1936,1612,110.11793265385641,57.549175788755754,57046052e1eff9271c0a4b8a1d77edb5
data/raw/chest_xray\train\NORMAL\IM-0285-0001.jpeg,IM-0285-0001.jpeg,train,NORMAL,1426,1101,126.79652311490383,60.872437105399584,cbd965c9a77e8c7a4d36d2b61aa2c1f0
data/raw/chest_xray\train\NORMAL\IM-0286-0001.jpeg,IM-0286-0001.jpeg,train,NORMAL,1982,1804,126.09973044540554,63.31540131173767,c04e91314f980b5cf7d17cec7bc51d26
data/raw/chest_xray\train\NORMAL\IM-0288-0001.jpeg,IM-0288-0001.jpeg,train,NORMAL,1438,1140,127.7066759388039,56.46695014229194,33d34b0f44fc32729ed55a5456daf769
data/raw/chest_xray\train\NORMAL\IM-0289-0001.jpeg,IM-0289-0001.jpeg,train,NORMAL,2280,2066,115.87164004517587,62.93551877511398,463b0c613b8c846d4a6cc52d1c52b22d
data/raw/chest_xray\train\NORMAL\IM-0290-0001.jpeg,IM-0290-0001.jpeg,train,NORMAL,1708,1434,91.90921261501377,67.55188125023858,cd49fb5678e4d0cfed2dc0039f1240ab
data/raw/chest_xray\train\NORMAL\IM-0291-0001.jpeg,IM-0291-0001.jpeg,train,NORMAL,1518,1005,106.80219390530877,69.1659476680521,f1ade7b2a6838df913165d41d8d0ab1c
data/raw/chest_xray\train\NORMAL\IM-0292-0001.jpeg,IM-0292-0001.jpeg,train,NORMAL,1858,1500,120.66881844277,61.649884948081095,951c55422667f248b0ef023622034080
data/raw/chest_xray\train\NORMAL\IM-0293-0001.jpeg,IM-0293-0001.jpeg,train,NORMAL,1438,1059,114.97482207609194,55.6246505102592,a50fff52142df3ddf52bef2f873c9a8c
data/raw/chest_xray\train\NORMAL\IM-0294-0001.jpeg,IM-0294-0001.jpeg,train,NORMAL,1700,1383,134.7269622729786,63.842166859650355,00b40bd4294a3d0c9c79a53eb48b3832
data/raw/chest_xray\train\NORMAL\IM-0295-0001.jpeg,IM-0295-0001.jpeg,train,NORMAL,1828,1511,108.14246980929059,59.61858222829417,0c85522798ebadaca3ec877ad6dbb4a2
data/raw/chest_xray\train\NORMAL\IM-0297-0001.jpeg,IM-0297-0001.jpeg,train,NORMAL,1708,1415,143.1448254317657,61.070651638386536,90ee9bc812931c91c68e589681a0d40a
data/raw/chest_xray\train\NORMAL\IM-0298-0001.jpeg,IM-0298-0001.jpeg,train,NORMAL,1704,1487,138.51092883235302,56.15162917874452,a1da117ef20f19d14b302a25d71fd60d
data/raw/chest_xray\train\NORMAL\IM-0299-0001.jpeg,IM-0299-0001.jpeg,train,NORMAL,1800,1503,132.49599541657426,57.927821484071195,a433bdb641c1deaf47324799e38ef4d9
data/raw/chest_xray\train\NORMAL\IM-0300-0001.jpeg,IM-0300-0001.jpeg,train,NORMAL,2020,1565,100.79968652136779,69.38526148861172,89e5fb4ebd04e2a575c439d598a0b77e
data/raw/chest_xray\train\NORMAL\IM-0301-0001.jpeg,IM-0301-0001.jpeg,train,NORMAL,1708,1267,102.49313782210648,60.961049631223624,e90b2b1a0358868af7145ab9c154c46c
data/raw/chest_xray\train\NORMAL\IM-0302-0001.jpeg,IM-0302-0001.jpeg,train,NORMAL,1430,1128,142.36555572087488,55.83741882548391,f15a3a1a996b031cc81c3b3ac52125f2
data/raw/chest_xray\train\NORMAL\IM-0303-0001.jpeg,IM-0303-0001.jpeg,train,NORMAL,1762,1264,99.20661979697984,71.2991378107939,16d8cf798abcbfa08f411a1b5beba94f
data/raw/chest_xray\train\NORMAL\IM-0304-0001.jpeg,IM-0304-0001.jpeg,train,NORMAL,1472,978,99.39044022850538,61.69743508319567,1f84fb9f28f87b4ef81ab4a8b6e6782d
data/raw/chest_xray\train\NORMAL\IM-0305-0001.jpeg,IM-0305-0001.jpeg,train,NORMAL,1304,1097,120.8299321630101,57.65624082541337,2a7830b985e796f62d269a4e84bc8617
data/raw/chest_xray\train\NORMAL\IM-0306-0001.jpeg,IM-0306-0001.jpeg,train,NORMAL,1380,1040,129.28778915830546,52.28174464937146,752f6412c54c4534d21314e2a6cc94fe
data/raw/chest_xray\train\NORMAL\IM-0307-0001.jpeg,IM-0307-0001.jpeg,train,NORMAL,1766,1557,126.60597447977243,62.120632906854595,11b947d233594e30eb32f20f4da3a9e6
data/raw/chest_xray\train\NORMAL\IM-0308-0001.jpeg,IM-0308-0001.jpeg,train,NORMAL,1654,1368,126.68227741360657,61.121534785084464,fa89a8ecefb236556b94a0ba724e9aad
data/raw/chest_xray\train\NORMAL\IM-0309-0001.jpeg,IM-0309-0001.jpeg,train,NORMAL,2144,1805,119.7820187497416,60.56594882589306,0aeb096a8574c109b3a7a6c20e12c585
data/raw/chest_xray\train\NORMAL\IM-0311-0001.jpeg,IM-0311-0001.jpeg,train,NORMAL,1268,885,118.45607210964373,64.9090307127039,d09d6e8f833323b4cff31ad55a091c45
data/raw/chest_xray\train\NORMAL\IM-0312-0001.jpeg,IM-0312-0001.jpeg,train,NORMAL,1508,1093,112.797797534831,62.837690781485,96d1d7ca080cc79d232b9d268df5f00b
data/raw/chest_xray\train\NORMAL\IM-0313-0001.jpeg,IM-0313-0001.jpeg,train,NORMAL,1696,1298,108.08471351062593,55.443971313608955,8e61b7b88ca063ea551354663788a1eb
data/raw/chest_xray\train\NORMAL\IM-0314-0001.jpeg,IM-0314-0001.jpeg,train,NORMAL,1014,846,131.66950168095832,58.335894366528926,0c887d6bfd140334baf81ca49569567a
data/raw/chest_xray\train\NORMAL\IM-0315-0001.jpeg,IM-0315-0001.jpeg,train,NORMAL,1268,959,138.06536366417436,49.026276493674715,97d01ba575b35ebb5876bef6e5c11790
data/raw/chest_xray\train\NORMAL\IM-0316-0001.jpeg,IM-0316-0001.jpeg,train,NORMAL,1368,1009,120.225706941619,51.69726671495969,5d5a39545163f07524fe4bcf0702e2d3
data/raw/chest_xray\train\NORMAL\IM-0317-0001.jpeg,IM-0317-0001.jpeg,train,NORMAL,2106,1719,116.18164506297141,67.11360857525888,eb72dfe7d92d2f5fc0231a09ed846c7c
data/raw/chest_xray\train\NORMAL\IM-0318-0001.jpeg,IM-0318-0001.jpeg,train,NORMAL,1634,1210,129.60237059591125,60.51989241041181,3b9017b8d394145005ac71f6ff3a8c24
