filepath,filename,split,label,width,height,mean_intensity,std_intensity,md5_hash
data/raw/chest_xray\train\PNEUMONIA\person1481_bacteria_3863.jpeg,person1481_bacteria_3863.jpeg,train,PNEUMONIA,1440,1168,128.24027777777778,62.5095497604386,ec767162c138e35cf6477b472bca6a24
data/raw/chest_xray\train\PNEUMONIA\person1481_bacteria_3864.jpeg,person1481_bacteria_3864.jpeg,train,PNEUMONIA,1656,1200,129.4296578099839,61.65060616884449,b6e7fa964af9ca72fb90c64ab20b757b
data/raw/chest_xray\train\PNEUMONIA\person1481_bacteria_3865.jpeg,person1481_bacteria_3865.jpeg,train,PNEUMONIA,1656,1200,129.4296578099839,61.65060616884449,b6e7fa964af9ca72fb90c64ab20b757b
data/raw/chest_xray\train\PNEUMONIA\person1481_bacteria_3866.jpeg,person1481_bacteria_3866.jpeg,train,PNEUMONIA,1600,1176,110.68636957908163,64.81458431342307,23cd1cdafc40ad7f67e6d076ffec52ab
data/raw/chest_xray\train\PNEUMONIA\person1481_bacteria_3867.jpeg,person1481_bacteria_3867.jpeg,train,PNEUMONIA,1600,1176,110.68636957908163,64.81458431342307,23cd1cdafc40ad7f67e6d076ffec52ab
data/raw/chest_xray\train\PNEUMONIA\person1496_bacteria_3909.jpeg,person1496_bacteria_3909.jpeg,train,PNEUMONIA,1296,1000,156.65462345679012,57.26865171865871,684d201b0ef1eeda6d64170a425910d9
data/raw/chest_xray\train\PNEUMONIA\person1496_bacteria_3910.jpeg,person1496_bacteria_3910.jpeg,train,PNEUMONIA,1296,1000,156.65462345679012,57.26865171865871,684d201b0ef1eeda6d64170a425910d9
data/raw/chest_xray\train\PNEUMONIA\person1619_bacteria_4267.jpeg,person1619_bacteria_4267.jpeg,train,PNEUMONIA,1512,1272,137.18998431832551,64.30585066993466,061c1fac2e79c2d435a6d4c1e35894e7
data/raw/chest_xray\train\PNEUMONIA\person1619_bacteria_4268.jpeg,person1619_bacteria_4268.jpeg,train,PNEUMONIA,1512,1272,137.18998431832551,64.30585066993466,061c1fac2e79c2d435a6d4c1e35894e7
data/raw/chest_xray\train\PNEUMONIA\person1628_bacteria_4297.jpeg,person1628_bacteria_4297.jpeg,train,PNEUMONIA,1304,968,102.69489935608173,55.611137641699514,78ff1c623db8352507e4530f7eb86e11
data/raw/chest_xray\train\PNEUMONIA\person1628_bacteria_4298.jpeg,person1628_bacteria_4298.jpeg,train,PNEUMONIA,1304,968,102.69489935608173,55.611137641699514,78ff1c623db8352507e4530f7eb86e11
data/raw/chest_xray\train\PNEUMONIA\person162_virus_321.jpeg,person162_virus_321.jpeg,train,PNEUMONIA,1424,1224,131.92784467485495,60.53693664708274,56dea5c125ea059d9de1ce6a7676c00d
data/raw/chest_xray\train\PNEUMONIA\person162_virus_322.jpeg,person162_virus_322.jpeg,train,PNEUMONIA,1424,1224,131.92784467485495,60.53693664708274,56dea5c125ea059d9de1ce6a7676c00d
data/raw/chest_xray\train\PNEUMONIA\person258_bacteria_1207.jpeg,person258_bacteria_1207.jpeg,train,PNEUMONIA,1056,856,113.53894412878788,50.24616610645348,99e09ba874a343a760a4dd3bb7642099
data/raw/chest_xray\train\PNEUMONIA\person258_bacteria_1208.jpeg,person258_bacteria_1208.jpeg,train,PNEUMONIA,1056,856,113.53894412878788,50.24616610645348,99e09ba874a343a760a4dd3bb7642099
data/raw/chest_xray\train\PNEUMONIA\person258_bacteria_1209.jpeg,person258_bacteria_1209.jpeg,train,PNEUMONIA,1056,856,113.53894412878788,50.24616610645348,99e09ba874a343a760a4dd3bb7642099
data/raw/chest_xray\train\PNEUMONIA\person264_bacteria_1230.jpeg,person264_bacteria_1230.jpeg,train,PNEUMONIA,1248,688,149.3152124795021,55.71354772647529,9cadd7257f9242e07fe1f974d5bac139
data/raw/chest_xray\train\PNEUMONIA\person264_bacteria_1231.jpeg,person264_bacteria_1231.jpeg,train,PNEUMONIA,1248,688,149.3152124795021,55.71354772647529,9cadd7257f9242e07fe1f974d5bac139
data/raw/chest_xray\train\PNEUMONIA\person266_bacteria_1237.jpeg,person266_bacteria_1237.jpeg,train,PNEUMONIA,952,688,129.62006852159467,48.736387478574855,d9a3798fd92e1580286909da52f27506
data/raw/chest_xray\train\PNEUMONIA\person266_bacteria_1238.jpeg,person266_bacteria_1238.jpeg,train,PNEUMONIA,952,688,129.62006852159467,48.736387478574855,d9a3798fd92e1580286909da52f27506
data/raw/chest_xray\train\PNEUMONIA\person30_bacteria_156.jpeg,person30_bacteria_156.jpeg,train,PNEUMONIA,1096,656,60.69031928743102,31.073394139776173,c7a269a84528269d8f34e6bceeb4d880
data/raw/chest_xray\train\PNEUMONIA\person30_bacteria_157.jpeg,person30_bacteria_157.jpeg,train,PNEUMONIA,1096,656,60.69031928743102,31.073394139776173,c7a269a84528269d8f34e6bceeb4d880
data/raw/chest_xray\train\PNEUMONIA\person357_virus_734.jpeg,person357_virus_734.jpeg,train,PNEUMONIA,1312,1112,123.28028491840674,69.74932087777009,23d698733d4709babc2bf0b40ea67cf4
data/raw/chest_xray\train\PNEUMONIA\person357_virus_735.jpeg,person357_virus_735.jpeg,train,PNEUMONIA,1312,1112,123.28028491840674,69.74932087777009,23d698733d4709babc2bf0b40ea67cf4
data/raw/chest_xray\train\PNEUMONIA\person401_virus_797.jpeg,person401_virus_797.jpeg,train,PNEUMONIA,1328,856,95.97262502111249,52.864280833338505,9355430a9242aae9221a95db1f856164
data/raw/chest_xray\train\PNEUMONIA\person401_virus_798.jpeg,person401_virus_798.jpeg,train,PNEUMONIA,1328,856,95.97262502111249,52.864280833338505,9355430a9242aae9221a95db1f856164
data/raw/chest_xray\train\PNEUMONIA\person688_virus_1281.jpeg,person688_virus_1281.jpeg,train,PNEUMONIA,1136,1024,128.99628889056999,54.169957085793094,6438db6b162d478c8109e020c3c61b0d
data/raw/chest_xray\train\PNEUMONIA\person688_virus_1282.jpeg,person688_virus_1282.jpeg,train,PNEUMONIA,1136,1024,128.99628889056999,54.169957085793094,6438db6b162d478c8109e020c3c61b0d
data/raw/chest_xray\train\PNEUMONIA\person834_bacteria_2747.jpeg,person834_bacteria_2747.jpeg,train,PNEUMONIA,1000,560,131.47635892857141,59.08815555434124,8b643949f1cb8573042b036bd097531c
data/raw/chest_xray\train\PNEUMONIA\person834_bacteria_2748.jpeg,person834_bacteria_2748.jpeg,train,PNEUMONIA,1000,560,131.47635892857141,59.08815555434124,8b643949f1cb8573042b036bd097531c
data/raw/chest_xray\test\NORMAL\NORMAL2-IM-0095-0001.jpeg,NORMAL2-IM-0095-0001.jpeg,test,NORMAL,2517,1979,130.27616974658227,67.36121426441808,f9528b244ccd49f3d89ead90ba09c520
data/raw/chest_xray\test\NORMAL\NORMAL2-IM-0096-0001.jpeg,NORMAL2-IM-0096-0001.jpeg,test,NORMAL,2517,1979,130.27616974658227,67.36121426441808,f9528b244ccd49f3d89ead90ba09c520
data/raw/chest_xray\test\NORMAL\NORMAL2-IM-0173-0001-0001.jpeg,NORMAL2-IM-0173-0001-0001.jpeg,test,NORMAL,1304,952,112.58636483734598,53.60131935708666,f430f3359bdb6b06ebce9008f7d98b7d
data/raw/chest_xray\test\NORMAL\NORMAL2-IM-0173-0001-0002.jpeg,NORMAL2-IM-0173-0001-0002.jpeg,test,NORMAL,1304,952,112.58636483734598,53.60131935708666,f430f3359bdb6b06ebce9008f7d98b7d
data/raw/chest_xray\test\NORMAL\NORMAL2-IM-0246-0001-0001.jpeg,NORMAL2-IM-0246-0001-0001.jpeg,test,NORMAL,1168,824,112.99694835583189,51.88686785127001,05c43c853e8209bf0423f73a6f0a8c58
data/raw/chest_xray\test\NORMAL\NORMAL2-IM-0246-0001-0002.jpeg,NORMAL2-IM-0246-0001-0002.jpeg,test,NORMAL,1168,824,112.99694835583189,51.88686785127001,05c43c853e8209bf0423f73a6f0a8c58
data/raw/chest_xray\test\PNEUMONIA\person128_bacteria_606.jpeg,person128_bacteria_606.jpeg,test,PNEUMONIA,1160,736,103.08540339205398,56.448848623240856,62f9117f9c56340e6d34a93de32f320c
data/raw/chest_xray\test\PNEUMONIA\person128_bacteria_607.jpeg,person128_bacteria_607.jpeg,test,PNEUMONIA,1160,736,103.08540339205398,56.448848623240856,62f9117f9c56340e6d34a93de32f320c
data/raw/chest_xray\test\PNEUMONIA\person134_bacteria_643.jpeg,person134_bacteria_643.jpeg,test,PNEUMONIA,1184,792,142.33535630801256,42.64009868541581,fe703b7a0f66f29bfb5dc8a003ec3973
data/raw/chest_xray\test\PNEUMONIA\person134_bacteria_644.jpeg,person134_bacteria_644.jpeg,test,PNEUMONIA,1184,792,142.33535630801256,42.64009868541581,fe703b7a0f66f29bfb5dc8a003ec3973
data/raw/chest_xray\test\PNEUMONIA\person1661_virus_2872.jpeg,person1661_virus_2872.jpeg,test,PNEUMONIA,1600,992,78.53547064012096,47.16796001807961,adf8b53df78fea92adf7ff3e80fb6810
data/raw/chest_xray\test\PNEUMONIA\person1661_virus_2873.jpeg,person1661_virus_2873.jpeg,test,PNEUMONIA,1600,992,78.53547064012096,47.16796001807961,adf8b53df78fea92adf7ff3e80fb6810
